,x,edge_index,edge_type,y,num_nodes,api_file_name
353,"[[-0.11311006  0.29328546  0.13756126 ... -0.20367025 -0.31947166
   0.3586412 ]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.17105971  0.19239646 -0.00923247 ... -0.18604617 -0.486022
   0.3589744 ]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.02484747  0.20806111 -0.01766557 ... -0.24573757 -0.3298764
   0.24181026]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,240_sample-0_PreparedStatement.executeQuery_graph_dump.txt
354,"[[-0.09105644  0.26133013  0.11569056 ... -0.16801132 -0.37771913
   0.32687658]
 [-0.12395582  0.31014127  0.16739663 ... -0.2069653  -0.30253607
   0.28232905]
 [-0.02273919  0.22282888  0.08168741 ... -0.3864857  -0.27604932
   0.24551775]
 [-0.14587085  0.32917935  0.1519498  ... -0.28443074 -0.3083843
   0.3156571 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,6_sample-6_PreparedStatement.executeQuery_graph_dump.txt
355,"[[-0.13468952  0.26322964  0.07657178 ... -0.21942674 -0.3176609
   0.31761387]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.00228449  0.19225375  0.06854344 ... -0.41220853 -0.2932852
   0.20801361]
 [ 0.00329632  0.32044807  0.16328323 ... -0.4984937  -0.25123212
   0.25536335]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,2_sample-4_PreparedStatement.executeQuery_graph_dump.txt
356,"[[-0.08939964  0.2751868   0.09453656 ... -0.23738116 -0.32283765
   0.3526697 ]
 [-0.10066798  0.32243028  0.11678485 ... -0.19347726 -0.3281726
   0.28085345]
 [-0.09311458  0.15812063 -0.05764515 ... -0.2027602  -0.43166474
   0.32841372]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,11_sample-1_PreparedStatement.executeQuery_graph_dump.txt
357,"[[-0.08953369  0.26744422 -0.03791178 ... -0.30504897 -0.33000067
   0.23639911]
 [-0.12672025  0.34616005  0.16543496 ... -0.22959621 -0.3069543
   0.30561307]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 ...
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.0700138   0.17586198 -0.04932654 ... -0.22309278 -0.3697664
   0.41103888]
 [-0.0946791   0.2827386   0.08888127 ... -0.20687717 -0.33427662
   0.33237466]]","[[0 1 1 2 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 2 1 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[0],7,1_sample-0_PreparedStatement.executeQuery_graph_dump.txt
358,"[[ 0.04091316  0.25539947  0.03114413 ... -0.26413953 -0.36559322
   0.2059285 ]
 [-0.14292166  0.3524553   0.07628547 ... -0.2636544  -0.3057206
   0.34817037]
 [ 0.01167216  0.18198241  0.06141743 ... -0.45208493 -0.32190254
   0.15545064]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,91_sample-0_PreparedStatement.executeQuery_graph_dump.txt
359,"[[-0.11993666  0.30477038  0.09774429 ... -0.23383205 -0.32083625
   0.32409644]
 [-0.10726722  0.33332002  0.14002581 ... -0.22613873 -0.3203095
   0.3012947 ]
 [-0.10946661  0.27051696 -0.00601899 ... -0.24391793 -0.42216507
   0.33836383]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,20_sample-1_PreparedStatement.executeQuery_graph_dump.txt
360,"[[-0.06386141  0.32893342  0.03630666 ... -0.26698717 -0.32399005
   0.2898155 ]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.05214854  0.23124106  0.05970651 ... -0.31355378 -0.31854406
   0.1906385 ]
 [-0.07697783  0.2359165   0.06526984 ... -0.20273796 -0.33517474
   0.30636913]
 [-0.01765738  0.3430885   0.10091447 ... -0.4225955  -0.28483817
   0.285492  ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,132_sample-0_PreparedStatement.executeQuery_graph_dump.txt
361,"[[-0.11866593  0.34587336  0.04813771 ... -0.285576   -0.3502564
   0.2955331 ]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.01188275  0.02645076 -0.20529033 ... -0.18906733 -0.49312475
   0.28594244]
 [-0.02546135  0.10117806  0.04059501 ... -0.16338997 -0.4097097
   0.3767087 ]
 [ 0.0192276   0.27263454 -0.02307992 ... -0.25721407 -0.4707335
   0.4913466 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,50_sample-0_PreparedStatement.executeQuery_graph_dump.txt
362,"[[-0.1105611   0.25596395  0.00819644 ... -0.2668296  -0.3332668
   0.28703177]
 [-0.11915626  0.31253272  0.12378331 ... -0.24258189 -0.2983461
   0.3451507 ]]","[[0 1]
 [1 0]]",[1 1],[0],2,204_sample-0_PreparedStatement.executeQuery_graph_dump.txt
363,"[[-0.12238971  0.24218927  0.11037065 ... -0.23844872 -0.35786936
   0.32509354]
 [-0.13289897  0.3325351   0.17976347 ... -0.21485125 -0.31556526
   0.3031453 ]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.04983813  0.2901925   0.08164883 ... -0.3755956  -0.25348917
   0.3365654 ]]","[[0 1 1 2 1 3 0 2 2 3]
 [1 0 2 1 3 1 2 0 3 2]]",[1 1 0 0 0 0 1 1 1 1],[0],4,79_sample-0_PreparedStatement.executeQuery_graph_dump.txt
364,"[[-0.1008344   0.25915858  0.11526313 ... -0.17993468 -0.32137084
   0.31548864]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.1558796   0.18783332 -0.00184496 ... -0.26689208 -0.42913142
   0.3159534 ]
 [-0.09787815  0.30440682  0.17608376 ... -0.4855877  -0.29944885
   0.22543466]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,1_sample-8_PreparedStatement.executeQuery_graph_dump.txt
365,"[[-0.13212517  0.2948249   0.00192748 ... -0.30214918 -0.33032733
   0.2665386 ]
 [-0.13014624  0.31215703  0.15554954 ... -0.20301959 -0.3187309
   0.2880468 ]
 [-0.06872395  0.2051115  -0.03083935 ... -0.15258756 -0.3732501
   0.23687916]
 [-0.09682582  0.30908287  0.10439307 ... -0.20215105 -0.33055863
   0.37028152]
 [-0.01464631  0.32723382  0.08312122 ... -0.44944745 -0.26322612
   0.2948392 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4 2 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0 4 2]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0],[0],5,194_sample-0_PreparedStatement.executeQuery_graph_dump.txt
366,"[[-0.11182323  0.36171952  0.08648618 ... -0.26389268 -0.3325998
   0.26652548]
 [-0.09629134  0.2754532   0.14463246 ... -0.16578263 -0.33688527
   0.34629342]
 [-0.11068152  0.02915858 -0.05806023 ... -0.1608405  -0.4307356
   0.36108977]
 [-0.07015596  0.29046503 -0.06500299 ... -0.33667836 -0.27493706
   0.31442454]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,231_sample-0_PreparedStatement.executeQuery_graph_dump.txt
367,"[[-0.07015892  0.24193138  0.10697057 ... -0.18004116 -0.36259276
   0.3155618 ]
 [-0.12395582  0.31014127  0.16739663 ... -0.2069653  -0.30253607
   0.28232905]
 [-0.02273919  0.22282888  0.08168741 ... -0.3864857  -0.27604932
   0.24551775]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.04500367  0.22000417  0.00464456 ... -0.20665725 -0.34606692
   0.4113391 ]
 [-0.0946791   0.2827386   0.08888127 ... -0.20687717 -0.33427662
   0.33237466]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,10_sample-0_PreparedStatement.executeQuery_graph_dump.txt
368,"[[-0.11478288  0.23704092  0.06123631 ... -0.2519287  -0.29405025
   0.3347457 ]
 [-0.10992134  0.3005402   0.12417858 ... -0.17645785 -0.3267789
   0.2726954 ]
 [-0.1240184   0.34494627  0.08488879 ... -0.22138426 -0.2880087
   0.3221107 ]
 [-0.02578485  0.25632071 -0.017315   ... -0.2901756  -0.30851844
   0.34586135]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,221_sample-0_PreparedStatement.executeQuery_graph_dump.txt
369,"[[-0.09015921  0.26342693  0.02485246 ... -0.2506046  -0.31482315
   0.3135092 ]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.01096559  0.2322938   0.08523531 ... -0.45720533 -0.27626118
   0.23434475]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,203_sample-0_PreparedStatement.executeQuery_graph_dump.txt
370,"[[-0.10906073  0.246007    0.10405947 ... -0.1675863  -0.35267428
   0.31473848]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.05975477  0.18268117 -0.0267768  ... -0.17450537 -0.38081294
   0.4200251 ]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,241_sample-0_PreparedStatement.executeQuery_graph_dump.txt
371,"[[-0.09035429  0.24054734  0.13484786 ... -0.21470769 -0.31809768
   0.30384037]
 [-0.10710933  0.33366117  0.17270207 ... -0.21510589 -0.3181545
   0.29932743]
 [-0.00371812  0.23409957  0.08887938 ... -0.44197157 -0.27652618
   0.236131  ]
 [-0.08043818  0.281322    0.06737134 ... -0.20544365 -0.33966678
   0.3323688 ]
 [-0.0483848   0.23779988 -0.045259   ... -0.27526787 -0.34941843
   0.4591385 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,210_sample-0_PreparedStatement.executeQuery_graph_dump.txt
372,"[[-0.17020418  0.24724355 -0.06232286 ... -0.18671052 -0.4131737
   0.41124535]
 [-0.09780799  0.33676976  0.15116642 ... -0.20315704 -0.304618
   0.28688872]
 [-0.11212046  0.3665155   0.0934655  ... -0.18122946 -0.33791906
   0.33178282]]","[[0 1 1 2]
 [1 0 2 1]]",[0 0 0 0],[0],3,198_sample-0_PreparedStatement.executeQuery_graph_dump.txt
373,"[[-0.11437181  0.21420297  0.1279376  ... -0.21485978 -0.33289587
   0.32563144]
 [-0.13209659  0.33249232  0.11768738 ... -0.24703914 -0.3017045
   0.33093753]]","[[0 1]
 [1 0]]",[1 1],[0],2,222_sample-0_PreparedStatement.executeQuery_graph_dump.txt
374,"[[-0.08676776  0.24048996  0.07618949 ... -0.18758309 -0.34544674
   0.33520514]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.03223358  0.20825787 -0.01388784 ... -0.18146193 -0.34069377
   0.41805065]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,185_sample-0_PreparedStatement.executeQuery_graph_dump.txt
375,"[[-0.07116996  0.31113052 -0.00561784 ... -0.36464736 -0.3145279
   0.2911458 ]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.02292284  0.27848548  0.03808808 ... -0.2896027  -0.29468742
   0.31018984]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,94_sample-0_PreparedStatement.executeQuery_graph_dump.txt
376,"[[-0.13605385  0.2950351   0.08967496 ... -0.23613417 -0.35292235
   0.31133315]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.09529229  0.12133711 -0.10421481 ... -0.1693885  -0.3668292
   0.44150633]]","[[0 1 1 2 1 3 0 2 2 3]
 [1 0 2 1 3 1 2 0 3 2]]",[1 1 0 0 0 0 1 1 1 1],[0],4,160_sample-0_PreparedStatement.executeQuery_graph_dump.txt
377,"[[-0.13468952  0.26322964  0.07657178 ... -0.21942674 -0.3176609
   0.31761387]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.06632619  0.18315287  0.02244857 ... -0.27575052 -0.31849816
   0.22818758]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,4_sample-6_PreparedStatement.executeQuery_graph_dump.txt
378,"[[-0.10362224  0.2434957   0.10637339 ... -0.19756153 -0.3311165
   0.3087948 ]
 [-0.13209659  0.33249232  0.11768738 ... -0.24703914 -0.3017045
   0.33093753]]","[[0 1]
 [1 0]]",[1 1],[0],2,232_sample-0_PreparedStatement.executeQuery_graph_dump.txt
379,"[[-0.05437258  0.26334086  0.01607751 ... -0.21017039 -0.29307646
   0.28436103]
 [-0.12395582  0.31014127  0.16739663 ... -0.2069653  -0.30253607
   0.28232905]
 [-0.02273919  0.22282888  0.08168741 ... -0.3864857  -0.27604932
   0.24551775]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,7_sample-4_PreparedStatement.executeQuery_graph_dump.txt
380,"[[-0.10125311  0.26852995 -0.03380355 ... -0.29930165 -0.33677414
   0.26982254]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.17972831  0.25413465  0.02864001 ... -0.2798626  -0.36868662
   0.3477732 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,205_sample-0_PreparedStatement.executeQuery_graph_dump.txt
381,"[[-0.1588198   0.30486223  0.04062267 ... -0.26588374 -0.29462373
   0.2686628 ]
 [-0.13546754  0.24353158  0.09098826 ... -0.30754003 -0.3011161
   0.3604451 ]
 [-0.1373422   0.27908316  0.02858841 ... -0.17548458 -0.40871954
   0.40704852]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,22_sample-2_PreparedStatement.executeQuery_graph_dump.txt
382,"[[-0.1185647   0.3036247   0.04927603 ... -0.31689283 -0.34022844
   0.35832235]
 [-0.1240069   0.29785988  0.14399646 ... -0.20433576 -0.30221546
   0.26949257]
 [-0.08264749  0.2350328   0.05815013 ... -0.15709345 -0.32801408
   0.30269235]
 [-0.0304051   0.06541064 -0.05508304 ... -0.1269379  -0.4401577
   0.5066765 ]]","[[0 1 1 2 1 3 0 2 2 3]
 [1 0 2 1 3 1 2 0 3 2]]",[1 1 0 0 0 0 1 1 1 1],[0],4,63_sample-0_PreparedStatement.executeQuery_graph_dump.txt
383,"[[-0.12808101  0.20819083  0.04141358 ... -0.22260207 -0.3503039
   0.35380366]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.09985772  0.24485001 -0.06035506 ... -0.18071817 -0.4600929
   0.4471036 ]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.04058835  0.27749085  0.05129757 ... -0.26508084 -0.32796642
   0.3774146 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1],[0],6,172_sample-0_PreparedStatement.executeQuery_graph_dump.txt
384,"[[-0.04211894  0.28538945  0.0882016  ... -0.21463758 -0.36649162
   0.2834342 ]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.07164437  0.16418898  0.0083258  ... -0.10193244 -0.42475754
   0.33573753]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.00400694  0.28275105  0.04096215 ... -0.3815293  -0.24430569
   0.30174723]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 3 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 3 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,44_sample-0_PreparedStatement.executeQuery_graph_dump.txt
385,"[[-0.1404762   0.22258814  0.00499368 ... -0.18224196 -0.33676723
   0.34670317]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.10850464  0.08365208 -0.09845174 ... -0.16581815 -0.4332499
   0.27254885]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.0161603   0.20351395  0.00583078 ... -0.24190442 -0.37039182
   0.29946202]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,167_sample-0_PreparedStatement.executeQuery_graph_dump.txt
386,"[[-0.05573484  0.26657176  0.00666343 ... -0.28402698 -0.3192162
   0.27027526]
 [-0.13873546  0.30923742  0.10832916 ... -0.27672032 -0.32766894
   0.32554024]]","[[0 1]
 [1 0]]",[1 1],[0],2,52_sample-0_PreparedStatement.executeQuery_graph_dump.txt
387,"[[-0.1272359   0.35865167  0.06508391 ... -0.2832404  -0.34320864
   0.2933999 ]
 [-0.11567996  0.333036    0.15061049 ... -0.20899704 -0.2907245
   0.29083624]
 [-0.13628007  0.340717    0.0957788  ... -0.22175507 -0.2950731
   0.32047567]
 [-0.04985435  0.27134737  0.02473853 ... -0.2590066  -0.30449185
   0.29986486]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,153_sample-0_PreparedStatement.executeQuery_graph_dump.txt
388,"[[-0.07801051  0.23819894  0.0380341  ... -0.21180455 -0.36448073
   0.3005638 ]
 [-0.14240839  0.33726355  0.06894359 ... -0.26866937 -0.31205067
   0.34701058]
 [-0.07745352  0.19876309 -0.14475226 ... -0.16019242 -0.4719751
   0.30619702]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,12_sample-6_PreparedStatement.executeQuery_graph_dump.txt
389,"[[-0.10089068  0.267307   -0.00596011 ... -0.26692605 -0.34212616
   0.2726035 ]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.00726516  0.22679812  0.06998034 ... -0.3953162  -0.30881464
   0.2255005 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.09876984  0.22920994  0.08871854 ... -0.4677321  -0.31632364
   0.32925707]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,142_sample-0_PreparedStatement.executeQuery_graph_dump.txt
390,"[[-0.04154505  0.25250202  0.08873987 ... -0.21442586 -0.3402337
   0.278095  ]
 [-0.12395582  0.31014127  0.16739663 ... -0.2069653  -0.30253607
   0.28232905]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.03943917  0.23789032  0.00332195 ... -0.25558197 -0.31100482
   0.4044665 ]
 [-0.07758325  0.26922095  0.01702799 ... -0.26749125 -0.3074374
   0.39196828]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,211_sample-0_PreparedStatement.executeQuery_graph_dump.txt
391,"[[-0.09392791  0.25478765  0.09070709 ... -0.2146007  -0.33204573
   0.2538263 ]
 [-0.14527383  0.31107765  0.07121309 ... -0.25432223 -0.30711982
   0.3252888 ]]","[[0 1]
 [1 0]]",[1 1],[0],2,14_sample-3_PreparedStatement.executeQuery_graph_dump.txt
392,"[[-0.10547312  0.32938153  0.06473426 ... -0.2646429  -0.31167382
   0.36259055]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 ...
 [-0.04695261  0.30642375  0.05321528 ... -0.2907473  -0.30187306
   0.28767836]
 [-0.06167889  0.2509257   0.0233311  ... -0.30716914 -0.31846327
   0.35294282]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 1 5 1 6 1 7 0 2 2 3 2 4 2 5 2 6 0 7]
 [1 0 2 1 3 1 4 1 5 1 6 1 7 1 2 0 3 2 4 2 5 2 6 2 7 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],[0],8,62_sample-0_PreparedStatement.executeQuery_graph_dump.txt
393,"[[-0.11603741  0.34853655  0.03693098 ... -0.30277765 -0.32862934
   0.31006148]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.155759    0.2353013   0.02684058 ... -0.17154197 -0.40668756
   0.33223492]
 [-0.07697783  0.2359165   0.06526984 ... -0.20273796 -0.33517474
   0.30636913]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,32_sample-0_PreparedStatement.executeQuery_graph_dump.txt
394,"[[-0.08920218  0.26257408 -0.00555675 ... -0.22553931 -0.34512195
   0.3029209 ]
 [-0.13014624  0.31215703  0.15554954 ... -0.20301959 -0.3187309
   0.2880468 ]
 [-0.06607191  0.1415569  -0.10720788 ... -0.10631021 -0.44365376
   0.2927243 ]
 [-0.08803799  0.31401807  0.10492872 ... -0.2204951  -0.33444834
   0.37709242]
 [-0.0797102   0.23157296  0.04300646 ... -0.23927087 -0.33947188
   0.430992  ]
 [-0.01464631  0.32723382  0.08312122 ... -0.44944745 -0.26322612
   0.2948392 ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5 2 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0 5 2]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0],[0],6,193_sample-0_PreparedStatement.executeQuery_graph_dump.txt
395,"[[-0.0776119   0.25675565  0.06949643 ... -0.2473375  -0.3606373
   0.23298556]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.05917099  0.21996453  0.04185914 ... -0.33067584 -0.29509467
   0.2958289 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,208_sample-0_PreparedStatement.executeQuery_graph_dump.txt
396,"[[-0.11719667  0.3024287   0.08816284 ... -0.1807488  -0.32634303
   0.3947061 ]
 [-0.14237274  0.32519203  0.10864846 ... -0.21856704 -0.3053978
   0.33702895]
 [-0.02273919  0.22282888  0.08168741 ... -0.3864857  -0.27604932
   0.24551775]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,8_sample-2_PreparedStatement.executeQuery_graph_dump.txt
397,"[[-0.04801143  0.271485    0.04269185 ... -0.12104926 -0.36054057
   0.26401484]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.03119641  0.3178319   0.02902502 ... -0.37153712 -0.32438263
   0.33843708]]","[[0 1 1 2 1 3 0 2 2 3]
 [1 0 2 1 3 1 2 0 3 2]]",[1 1 0 0 0 0 1 1 1 1],[0],4,89_sample-0_PreparedStatement.executeQuery_graph_dump.txt
